IDENTIFICADOR;SKU;Lojas Guaporé;Player 1;Price 1;Player 2;Price 2
7897826105711    ;Gart-113029-009;;;;;
8433290327731    ;Z26N001000;;;;;
7899525665817    ;MART-6581;;;;;
7891222153499    ;HA088XC-BR;;;;;
7898292024872    ;140140033    ;;;;;
7891222260432    ;H145BCQ-BR;;;;;
7894023013290    ;JBVG12;;;;;
7898292025312    ;140320010    ;;;;;
7891461310844    ;918569    ;;;;;
7891222084694    ;HE107WC-BR;;;;;
7891333091918    ;B60001M050;;;;;
7898425521698    ;7965648    ;;;;;
7898080479235    ;ICASA-ICA5;;;;;
7898945540469    ;AZ001524560;;;;;
7892162500923    ;50092    ;;;;;
7898292025107    ;140260033    ;;;;;
7891222086216    ;H168BC-BR;;;;;
7898080474568    ;ICASA-ICA16;;;;;
7891461329303    ;824870    ;;;;;
7891222216842    ;HA128BC-BR;;;;;
7897826105704    ;Gart-113029-008;;;;;
7898152181257    ;FW005575;;;;;
7897826104141    ;Gart-113002-006;;;;;
7891461263201    ;888006    ;;;;;
7891222259597    ;H086BCQ-BR;;;;;
7900000200277    ;1323–5697;;;;;
7893809102135    ;Jacuzzi-97100218;;;;;
7897826105308    ;Gart-113027-001;;;;;
7899525666302    ;MART-6630;;;;;
7900000200390    ;800240010    ;;;;;
7898292029983    ;149410022    ;;;;;
7898152186795    ;FW005872;;;;;
7897826105148    ;Gart-113026-007;;;;;
7900000127048    ;26343-58174;;;;;
7893398560170    ;150911-2C-56;;;;;
7898964436071    ;T-1107;;;;;
7899525670071    ;MART-7007;;;;;
7891222064986    ;H147BC-BR;;;;;
7897826104080    ;Gart-113001-011;;;;;
7897826106268    ;Gart-113038-010;;;;;
7891461286675    ;388372    ;;;;;
7898152186825    ;FW006007;;;;;
7894395002328    ;T-G2810001;;;;;
7898419466523    ;111200002    ;;;;;
9008606142330    ;EGLO-94589V;;;;;
7897826104127    ;Gart-113002-004;;;;;
7891461275181    ;850070    ;;;;;
7891461261986    ;885806    ;;;;;
7900000126867    ;5760-10334;;;;;
7898338263524    ;ARKE-5067;;;;;
7900000197515    ;KDT-2137;;;;;
7891222084670    ;H107BC-BR;;;;;
7898960394207    ;3D-022-Murano;;;;;
7898292025688    ;147190090    ;;;;;
7891461310837    ;918544    ;;;;;
7897826106374    ;Gart-113039-010;;;;;
7891461261870    ;886706    ;;;;;
7899525666500    ;MART-6650;;;;;
7899525666531    ;MART-6653;;;;;
7899525665923    ;MART-6592;;;;;
7898292025879    ;100310040    ;;;;;
7899701924790    ;RV00211UN00;;;;;
7897826104837    ;Gart-113018-009;;;;;
7898964436279    ;T-2107;;;;;
7898292025039    ;140140049    ;;;;;
7898425523685    ;7965699    ;;;;;
7898292025305    ;140320009    ;;;;;
8433291101033    ;A32799E000;;;;;
7898425485778    ;7965661    ;;;;;
7897826104615    ;Gart-113011-009;;;;;
7891222259573    ;H085XCQ-BR;;;;;
7898964436187    ;T-1208;;;;;
7899525662281    ;MART-6228;;;;;
7898419474641    ;100400012    ;;;;;
7893809106980    ;Jacuzzi-99606055;;;;;
7895397038063    ;PL8720033;;;;;
7897826104134    ;Gart-113002-005;;;;;
7897826105780    ;Gart-113030-005;;;;;
7900000173045    ;17663    ;;;;;
7894023063103    ;CVCLA;;;;;
7898338260608    ;ARKE-32;;;;;
7891461294656    ;919306    ;;;;;
7891461282189    ;848844    ;;;;;
7891461084431    ;273706    ;;;;;
7893809096458    ;Jacuzzi-99844565;;;;;
7893809099206    ;Jacuzzi-99844821;;;;;
7900000192237    ;Jacuzzi-99843245;;;;;
7893809077051    ;Jacuzzi-99843021;;;;;
7893809104702    ;Jacuzzi-99840407;;;;;
7893809088897    ;Jacuzzi-99811507;;;;;
7893809099220    ;Jacuzzi-99500498;;;;;
7893809067212    ;Jacuzzi-99603003;;;;;
7893809087616    ;Jacuzzi-99850745;;;;;
7893809103057    ;Jacuzzi-97500359;;;;;
7893809103033    ;Jacuzzi-97500334;;;;;
7893809108052    ;Jacuzzi-97500425;;;;;
7893809097264    ;Jacuzzi-99604688;;;;;
7895397037202    ;PL8426033;;;;;
7897826104042    ;Gart-113001-007;;;;;
7897826104066    ;Gart-113001-009;;;;;
7897826104226    ;Gart-113003-003;;;;;
7897826104325    ;Gart-113004-002;;;;;
7897826104493    ;Gart-113010-008;;;;;
7897826104653    ;Gart-113012-002;;;;;
7897826104677    ;Gart-113012-004;;;;;
7897826104752    ;Gart-113018-001;;;;;
7897826104820    ;Gart-113018-008;;;;;
7897826104882    ;Gart-113019-003;;;;;
7897826104905    ;Gart-113019-005;;;;;
7897826104998    ;Gart-113020-003;;;;;
7897826105025    ;Gart-113020-006;;;;;
7897826105063    ;Gart-113020-010;;;;;
7897826105346    ;Gart-113027-005;;;;;
7897826105650    ;Gart-113029-003;;;;;
7897826105681    ;Gart-113029-006;;;;;
7897826105698    ;Gart-113029-007;;;;;
7897826105759    ;Gart-113030-002;;;;;
7897826105797    ;Gart-113030-006;;;;;
7897826105841    ;Gart-113030-011;;;;;
7897826106176    ;Gart-113038-001;;;;;
7897826106190    ;Gart-113038-003;;;;;
7897826106206    ;Gart-113038-004;;;;;
7897826106275    ;Gart-113038-011;;;;;
7897826106336    ;Gart-113039-006;;;;;
7897826106381    ;Gart-113039-011;;;;;
7897826106466    ;Gart-113040-008;;;;;
7897826106565    ;Gart-113045-007;;;;;
7897826106596    ;Gart-113045-010;;;;;
7897826106671    ;Gart-113046-007;;;;;
7897826106701    ;Gart-113046-010;;;;;
7897826106732    ;Gart-113050-002;;;;;
7897826106800    ;Gart-113050-009;;;;;
7897826106848    ;Gart-113051-002;;;;;
7897826106923    ;Gart-113051-010;;;;;
7897826105568    ;Gart-153028-005;;;;;
7897826105582    ;Gart-153028-007;;;;;
7897826105896    ;Gart-153031-005;;;;;
9008606159451    ;EGLO-32057V;;;;;
7898626574981    ;MIDEA-LSC121;;;;;
7898626570143    ;MIDEA-MYAG32;;;;;
7894200202103    ;000.013.034.05;;;;;
7891461353704    ;887969    ;;;;;
7891461306342    ;916469    ;;;;;
7891461306908    ;917144    ;;;;;
7891461310851    ;918570    ;;;;;
7891461294663    ;919406    ;;;;;
7891461310783    ;919470    ;;;;;
7891461310738    ;919769    ;;;;;
7891461306267    ;926244    ;;;;;
7891461299026    ;926306    ;;;;;
7891461307158    ;926744    ;;;;;
7891461306571    ;931306    ;;;;;
7891461312091    ;931670    ;;;;;
7891461317522    ;940606    ;;;;;
7891333120113    ;3899830100100    ;;;;;
7894201058914    ;10085572    ;;;;;
7894201059256    ;10085607    ;;;;;
7894201058921    ;10085573    ;;;;;
7894201059270    ;10085609    ;;;;;
7894201059218    ;10085603    ;;;;;
7894201059195    ;10085601    ;;;;;
7896779403165    ;MEKAL-CR-16;;;;;
7891222230893    ;HA085WC-BR;;;;;
7891222201787    ;HA087XC-BR;;;;;
7891222262535    ;HA088BCQ-BR;;;;;
7891222146613    ;HA017XC-BR;;;;;
7891222262511    ;HA087XCQ-BR;;;;;
7891222262214    ;HA026XCQ-BR;;;;;
7891222153000    ;HA038BC-BR;;;;;
7891222262276    ;HA038XCQ-BR;;;;;
7891222261019    ;H208XCQ-BR;;;;;
7891222260494    ;H147BCQ-BR;;;;;
7891222260777    ;H178XCQ-BR;;;;;
7891222061848    ;H057XC-BR;;;;;
7891222131282    ;H237BC-BR;;;;;
7891222063545    ;H118BC-BR;;;;;
7891222260050    ;H124XCQ-BR;;;;;
7891222131404    ;H237XC-BR;;;;;
7891222259771    ;H096BCQ-BR;;;;;
7891222262337    ;HA045XCQ-BR;;;;;
7891222259955    ;H118BCQ-BR;;;;;
7891222113561    ;H124XC-BR;;;;;
7891222260678    ;H168BCQ-BR;;;;;
7891222262931    ;HA196XCQ-BR;;;;;
7891222261330    ;H267BCQ-BR;;;;;
7891222111369    ;H165XC-BR;;;;;
7891222090190    ;H196BC-BR;;;;;
7891222260258    ;H133BCQ-BR;;;;;
7891222199107    ;HA318XC-BR;;;;;
7891222230985    ;HA333WC-BR;;;;;
7899182782735    ;4-88-165;;;;;
7899182781455    ;4-86-307;;;;;
7899182781486    ;4-86-310;;;;;
76174933628    ;4-93-362;;;;;
747752782463    ;78-246LA;;;;;
76174145649    ;14-564;;;;;
76174331585    ;33-158;;;;;
7898626953625    ;VS500BRA10;;;;;
7898606780531    ;Vulcan-210445;;;;;
7893809099350    ;Jacuzzi-99844763;;;;;
7893809099251    ;Jacuzzi-99844805;;;;;
7893809103255    ;Jacuzzi-99849358;;;;;
7893809107970    ;Jacuzzi-99840803;;;;;
7893809088873    ;Jacuzzi-99811481;;;;;
7893809085230    ;Jacuzzi-99500480;;;;;
7893809087586    ;Jacuzzi-99850711;;;;;
7900000192374    ;Jacuzzi-99812240;;;;;
7893809107512    ;Jacuzzi-99606113;;;;;
7897826104011    ;Gart-113001-004;;;;;
7897826104028    ;Gart-113001-005;;;;;
7897826104073    ;Gart-113001-010;;;;;
7897826104240    ;Gart-113003-005;;;;;
7897826104370    ;Gart-113004-007;;;;;
7897826104400    ;Gart-113004-010;;;;;
7897826104530    ;Gart-113011-001;;;;;
7897826104561    ;Gart-113011-004;;;;;
7897826104738    ;Gart-113012-010;;;;;
7897826104776    ;Gart-113018-003;;;;;
7897826104851    ;Gart-113018-011;;;;;
7897826104929    ;Gart-113019-007;;;;;
7897826104950    ;Gart-113019-010;;;;;
7897826104981    ;Gart-113020-002;;;;;
7897826105018    ;Gart-113020-005;;;;;
7897826105032    ;Gart-113020-007;;;;;
7892162090042    ;9004    ;;;;;
7898425489158    ;7951852    ;;;;;
7898425489196    ;7951856    ;;;;;
7900000172475    ;201178206    ;;;;;
7891461161149    ;692806    ;;;;;
7891461284909    ;909406    ;;;;;
7891461198053    ;771106    ;;;;;
7891461274191    ;850370    ;;;;;
7891461262006    ;886006    ;;;;;
7891461274139    ;847869    ;;;;;
7891461286637    ;387772    ;;;;;
7891461198831    ;772206    ;;;;;
7891461243951    ;849306    ;;;;;
7891461261825    ;886106    ;;;;;
7891461274085    ;847370    ;;;;;
7891461281908    ;847344    ;;;;;
7891461275068    ;848970    ;;;;;
7891461238889    ;738977    ;;;;;
7891461286538    ;626672    ;;;;;
7891461286934    ;486372    ;;;;;
7891461195663    ;764906    ;;;;;
7891461197766    ;768006    ;;;;;
7891461243913    ;848606    ;;;;;
7891461244019    ;850006    ;;;;;
7891461261948    ;885306    ;;;;;
7891461274160    ;847970    ;;;;;
7891461274993    ;848669    ;;;;;
7891461271565    ;449570    ;;;;;
7894200215219    ;4900.BL64.PQ.MT;;;;;
7892162145667    ;14566    ;;;;;
7896513315297    ;16655-17615;;;;;
7894200278191    ;4903.C21.PQ;;;;;
7900000112969    ;24036107    ;;;;;
7900000120490    ;9343607    ;;;;;
7900000120711    ;24037361    ;;;;;
7897826105742    ;Gart-113030-001;;;;;
7897826106299    ;Gart-113039-002;;;;;
7897826106442    ;Gart-113040-006;;;;;
7897826106916    ;Gart-113051-009;;;;;
7891506005575    ;FABRIMAR-1181;;;;;
7898488388108    ;MIDEA-42BQA018510HC;;;;;
7894203003189    ;1785.C;;;;;
7891461333119    ;888270    ;;;;;
7891461306922    ;917169    ;;;;;
7891461310875    ;919644    ;;;;;
7891461310882    ;919669    ;;;;;
7891461310684    ;919844    ;;;;;
7891461307073    ;926270    ;;;;;
7891461307103    ;926369    ;;;;;
7891461310585    ;931070    ;;;;;
7891461306564    ;931206    ;;;;;
7894201059010    ;10085582    ;;;;;
7894201059362    ;10085618    ;;;;;
7894201059003    ;10085581    ;;;;;
7898002563080    ;IBBL-17032;;;;;
7891222198988    ;HA308WC-BR;;;;;
7891222262474    ;HA087BCQ-BR;;;;;
7891222259719    ;H088BCQ-BR;;;;;
7891222192528    ;HA086WC-BR;;;;;
7891222062760    ;H088BC-BR;;;;;
7891222262092    ;HA015XCQ-BR;;;;;
7891222260418    ;H144XCQ-BR;;;;;
7891222064740    ;H145BC-BR;;;;;
7891222259115    ;H052BCQ-BR;;;;;
7891222259177    ;H053BCQ-BR;;;;;
7891222259450    ;H075XCQ-BR;;;;;
7891222260739    ;H178BCQ-BR;;;;;
7891222106471    ;H208XC-BR;;;;;
7891222259993    ;H118XCQ-BR;;;;;
7891222260197    ;H128BCQ-BR;;;;;
7891222064269    ;H128BC-BR;;;;;
7891222259818    ;H096XCQ-BR;;;;;
7891222259894    ;H108BCQ-BR;;;;;
7891222064504    ;H135BC-BR;;;;;
7891222196311    ;HA168BC-BR;;;;;
7891222261132    ;H228XCQ-BR;;;;;
7891222262696    ;HA128XCQ-BR;;;;;
7891222202210    ;HA135XC-BR;;;;;
7891222230930    ;HA165WC-BR;;;;;
7891222121887    ;H228XC-BR;;;;;
7891222133989    ;H133XC-BR;;;;;
7891222196342    ;HA168XC-BR;;;;;
7891222262757    ;HA135XCQ-BR;;;;;
7891222140390    ;H251BC-BR;;;;;
7891222261378    ;H267XCQ-BR;;;;;
7891222261491    ;H285XCQ-BR;;;;;
7891222261439    ;H278XCQ-BR;;;;;
7891222263112    ;HA278XCQ-BR;;;;;
7891222164525    ;H296BC-BR;;;;;
7891222174814    ;ACP9-132-BR;;;;;
7891222130766    ;CROMOT1C;;;;;
7891222170267    ;ES-BH208;;;;;
7891222161333    ;ES-BH168;;;;;
7898960394078    ;3D-008-Elba;;;;;
7898960394313    ;3D-031-Arezzo;;;;;
7898960394085    ;3D-009-Giannutri;;;;;
7898152180335    ;20000121    ;;;;;
7898152183411    ;20001421    ;;;;;
7898152180571    ;926902000    ;;;;;
7898152181202    ;FW005283;;;;;
7898152181219    ;FW005284;;;;;
7898152181240    ;FW005574;;;;;
7898152188775    ;DC000001;;;;;
7898152189413    ;DF000010;;;;;
7894023062786    ;JSIF1AS;;;;;
7894023093834    ;JCSRS1;;;;;
7894023062465    ;1190TD;;;;;
7896525098836    ;LQ2220IX;;;;;
7896518510239    ;UM45BIBR;;;;;
7892175275634    ;M-9575;;;;;
7898964436156    ;T-1205;;;;;
7898964436200    ;T-1210;;;;;
7898964436217    ;T-2101;;;;;
7898964436293    ;T-2109;;;;;
7898338263548    ;ARKE-5045;;;;;
7898338262572    ;ARKE-5140;;;;;
7900000197522    ;KDT-2120;;;;;
7898928059001    ;A-001.202.500;;;;;
7891594049369    ;005K-AGCRCR;;;;;
7891594051034    ;Q19A-ECAPAP;;;;;
7891594047587    ;0002-HLCRCR;;;;;
7891594049307    ;G22A-CIAPAP;;;;;
7894395003899    ;T-CIN40010;;;;;
7894395002069    ;T-GES11004;;;;;
7894395002298    ;T-G1365025;;;;;
7894395007002    ;T-G1365009;;;;;
7894395006319    ;T-GRC00002;;;;;
7894395006333    ;T-GRC00009;;;;;
7898425522947    ;7958206    ;;;;;
7898425489707    ;7965654    ;;;;;
7898425523661    ;7965697    ;;;;;
7898425486713    ;7965680    ;;;;;
7898425521094    ;7965646    ;;;;;
7898425520974    ;7965640    ;;;;;
7898425521070    ;7965644    ;;;;;
7898425486751    ;7965662    ;;;;;
7898425523494    ;7950106    ;;;;;
7898425523548    ;7950111    ;;;;;
7899525665794    ;MART-6579;;;;;
7899525666289    ;MART-6628;;;;;
7899525665336    ;MART-6533;;;;;
7899525665930    ;MART-6593;;;;;
7899525665985    ;MART-6598;;;;;
7899525664506    ;MART-6450;;;;;
7899525665978    ;MART-6597;;;;;
7899525666166    ;MART-6616;;;;;
7899525664544    ;MART-6454;;;;;
7899525657744    ;MART-5774;;;;;
7899525657751    ;MART-5775;;;;;
7899525657768    ;MART-5776;;;;;
7899525662212    ;MART-6221;;;;;
7899525669938    ;MART-6993;;;;;
7899525670095    ;MART-7009;;;;;
7899525670132    ;MART-7013;;;;;
7899525672679    ;MART-7267;;;;;
7899525669839    ;MART-6983;;;;;
7899525663509    ;MART-6350;;;;;
7899525665756    ;MART-6575;;;;;
7900000200383    ;800240009    ;;;;;
7900000200406    ;800240011    ;;;;;
7898292025442    ;140320023    ;;;;;
7898292025701    ;100310024    ;;;;;
7894203012150    ;1990.BL.TET.MT;;;;;
7898292026555    ;147400048    ;;;;;
7898292029938    ;147400062    ;;;;;
7898292026616    ;147400054    ;;;;;
7898292026401    ;147400075    ;;;;;
7898292026425    ;147400077    ;;;;;
7898292025275    ;149260090    ;;;;;
7898292024711    ;149260062    ;;;;;
7898292024902    ;140140036    ;;;;;
7898419470810    ;100400000    ;;;;;
7898419474603    ;100400008    ;;;;;
7898292025787    ;100310034    ;;;;;
7898292029969    ;149410020    ;;;;;
7898292029976    ;149410021    ;;;;;
7898419479448    ;149410007    ;;;;;
7892162157134    ;15713    ;;;;;
7892162127717    ;12771    ;;;;;
7892162086977    ;8697    ;;;;;
8414329760835    ;A291094000;;;;;
8433291100951    ;A32799C000;;;;;
8414329900491    ;A890096001;;;;;
7891333094162    ;B60002M050;;;;;
8433290328226    ;Z248232000;;;;;
7892162090172    ;9017    ;;;;;
7898419460385    ;140140024    ;;;;;
7898419469500    ;140260021    ;;;;;
7899182781059    ;4-86-103;;;;;
747752862189    ;86-218;;;;;
76174281002    ;28-100;;;;;
7898626953083    ;VS805BRA10;;;;;
7898626953007    ;VS501BRA10;;;;;
7898626953311    ;FX1000BRA10;;;;;
7900000192206    ;Jacuzzi-99857906;;;;;
7893809077105    ;Jacuzzi-99843062;;;;;
7893809103262    ;Jacuzzi-99849366;;;;;
7893809107987    ;Jacuzzi-99840811;;;;;
7893809087555    ;Jacuzzi-99850638;;;;;
7893809101855    ;Jacuzzi-97500243;;;;;
7893809101862    ;Jacuzzi-97500250;;;;;
7893809102043    ;Jacuzzi-97100127;;;;;
7895397035406    ;PL1822033;;;;;
7895397038049    ;PL8716033;;;;;
7897826104059    ;Gart-113001-008;;;;;
7897826104097    ;Gart-113002-001;;;;;
7897826104349    ;Gart-113004-004;;;;;
7897826104554    ;Gart-113011-003;;;;;
7897826104592    ;Gart-113011-007;;;;;
7897826104691    ;Gart-113012-006;;;;;
7897826104721    ;Gart-113012-009;;;;;
7897826104783    ;Gart-113018-004;;;;;
7897826104875    ;Gart-113019-002;;;;;
7897826104899    ;Gart-113019-004;;;;;
7897826105001    ;Gart-113020-004;;;;;
7897826105049    ;Gart-113020-008;;;;;
7897826105056    ;Gart-113020-009;;;;;
7897826105094    ;Gart-113026-002;;;;;
7897826105179    ;Gart-113026-010;;;;;
7897826105186    ;Gart-113026-011;;;;;
7897826105322    ;Gart-113027-003;;;;;
7897826105407    ;Gart-113027-011;;;;;
7897826105643    ;Gart-113029-002;;;;;
7897826105674    ;Gart-113029-005;;;;;
7898425483057    ;7951303    ;;;;;
7891461275198    ;850369    ;;;;;
7891461261993    ;885906    ;;;;;
7891461286965    ;847872    ;;;;;
7891461275099    ;849669    ;;;;;
7891461275129    ;849770    ;;;;;
7891461239367    ;695763    ;;;;;
7891461239312    ;695778    ;;;;;
7891461239329    ;695780    ;;;;;
7891461268466    ;699444    ;;;;;
7891461286644    ;387972    ;;;;;
7891461286453    ;636072    ;;;;;
7891461243869    ;847606    ;;;;;
7891461272517    ;486369    ;;;;;
7891461160630    ;691906    ;;;;;
7891461196004    ;765706    ;;;;;
7891461197810    ;768706    ;;;;;
7891461240417    ;1505042    ;;;;;
5450158705954    ;25098064    ;;;;;
